time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Concurrent GC.count,Jvm:G1 Concurrent GC.time,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2026-08-09 13:26:00.891 UTC, , , , , , , , , ,589,3209085,62768, , ,11, ,77,8,0.10, , , , , , , ,11,11, , , ,3,7,13, ,49,16, , , , , , , , , , , , , ,92030,22, ,90975, , , , ,92080,47948144640,20,20,20,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,92080,1786281960868,,, , , , , , , , , ,3145728,92956, , , , , , ,32, , ,1, , ,3, , ,32,1, , , , , , , ,46838,33, , , , , , , , , , , , ,52606880,9, , , , , , ,104, , , ,4, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , ,17,1,6,5,5,1,7,1, , , , 
2026-08-09 13:26:00.911 UTC, , , , , , , , , ,125,3171277,25424, , ,3,2,54,3,0.06,1, , , , , , ,3,3, ,2,2,2,1,4, ,89,42, , , , , , , , , , , , , ,95016,23, ,93138, , , , , , ,-1,-1,-1,-1, , , , , ,11,584, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281960902,,, , , , , , , , , ,3145728,95016, , , , , , ,52, , ,2, , ,3, , ,52, ,2048,1, , , , , ,284540,83, , , , , , ,2, , , ,13,25,66238368,9, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:26:00.915 UTC, , , , , , , , , ,125,3193325,47472, , ,6, ,35,3,0.09, , , , , , , ,6,6, , , ,3,3,7, ,33,13, , , , , , , , , , , , , ,95016,23, ,93138, , , , ,95066,47948140544,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,95066,1786281960902,,, , , , , , , , , ,3145728,95016, , , , , , ,19, , ,1, , ,3, , ,19,1, , , , , , , ,26143,20, , , , , , , , , , , , ,66238368,9, , , , , , ,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:26:00.924 UTC, , , , , , , , , ,125,3171277,25424, , ,3,2,54,3,0.06,1, , , , , , ,3,3, ,2,2,2,1,4, ,89,42, , , , , , , , , , , , , ,95016,23, ,93138, , , , , , ,-1,-1,-1,-1, , , , , ,11,584, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281960917,,, , , , , , , , , ,3145728,95016, , , , , , ,52, , ,2, , ,3, , ,52, ,2048,1, , , , , ,284540,83, , , , , , ,2, , , ,13,25,79869856,9, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:26:00.928 UTC, , , , , , , , , ,125,3193509,47656, , ,6, ,36,3,0.08, , , , , , , ,6,6, , , ,3,2,8, ,34,14, , , , , , , , , , , , , ,95016,23, ,93138, , , , ,95066,47948128256,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,95066,1786281960917,,, , , , , , , , , ,3145728,95016, , , , , , ,20, , ,1, , ,3, , ,20,1, , , , , , , ,26217,21, , , , , , , , , , , , ,80918432,9, , , , , , ,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:26:00.937 UTC, , , , , , , , , ,125,3171277,25424, , ,3,2,54,3,0.06,1, , , , , , ,3,3, ,2,2,2,1,4, ,89,42, , , , , , , , , , , , , ,95016,23, ,93138, , , , , , ,-1,-1,-1,-1, , , , , ,11,584, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786281960929,,, , , , , , , , , ,3145728,95016, , , , , , ,52, , ,2, , ,3, , ,52, ,2048,1, , , , , ,284540,83, , , , , , ,2, , , ,13,25,94549920,9, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:26:00.940 UTC, , , , , , , , , ,125,3193357,47504, , ,6, ,35,3,0.09, , , , , , , ,6,6, , , ,3,3,7, ,33,13, , , , , , , , , , , , , ,95016,23, ,93138, , , , ,95066,47948115968,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,95066,1786281960929,,, , , , , , , , , ,3145728,95016, , , , , , ,19, , ,1, , ,3, , ,19,1, , , , , , , ,26143,20, , , , , , , , , , , , ,95598496,9, , , , , , ,49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , 
2026-08-09 13:26:52.330 UTC, , , , , , , , , ,125,3171277,25424, , ,3,2,54,3,0.06,1, , , , , , ,3,3, ,2,2,2,1,4, ,89,42, , , , , , , , , , , , , ,95016,23, ,93138, , , , ,95066,47949619200,19,19,19,19, , , , , ,11,584, , , , , , , , , , , , , , , , , , , , , , , , , ,95066,1786282012105,,, , , , , , , , , ,3145728,95016, , , , , , ,52, , ,2, , ,3, , ,52, ,2048,1, , , , , ,284540,83, , , , , , ,2, , , ,11,14,53692408,8, , , , , , ,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:26:52.393 UTC, , , , , , , , , ,125,3193325,47472, , ,6, ,36,3,0.08, , , , , , , ,6,6, , , ,3,3,7, ,33,13, , , , , , , , , , , , , ,95016,23, ,93138, , , , ,95066,47949619200,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,95066,1786282012105,,, , , , , , , , , ,3145728,95016, , , , , , ,19, , ,1, , ,3, , ,19,1, , , , , , , ,26143,20, , , , , , , , , , ,1,3,35639952,8, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:26:52.419 UTC, , , , , , , , , ,125,3171357,25424,80, ,3,2,55,3,0.05,1, , , , , , ,3,3, ,2,2,2,1,4, ,89,42, , , , , , , , , , , , , ,95016,23, ,93138, , , , , , ,-1,-1,-1,-1, , , , , ,11,584, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786282012401,,, , , , , , , , , ,3145728,95016, , , , , , ,52, , ,2, , ,3, , ,52, ,2048,1, , , , , ,284540,83, , , , , , ,2, , , ,12,17,49271440,8, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:26:52.430 UTC, , , , , , , , , ,589,3196989,50672, , ,7, ,39,4,0.10, , , , , , , ,7,7, , , ,3,4,8, ,37,14, , , , , , , , , , , , , ,95016,23, ,93138, , , , ,95066,47949602816,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,95066,1786282012401,,, , , , , , , , , ,3145728,95247, , , , , , ,22, , ,1, , ,3, , ,22,1, , , , , , , ,30313,23, , , , , , , , , , , , ,50320016,8, , , , , , ,60, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,4,1,1,1, , , , , , , , 
2026-08-09 13:26:52.458 UTC, , , , , , , , , ,125,3171301,25448, , ,3,1,38,3,0.08,1, , , , , , ,3,3, ,2,1,2,1,4, ,79,43, , , , , , , , , , , , , ,96572,24, ,95444, , , , , , ,-1,-1,-1,-1, , , , , ,12,600, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786282012444,,, , , , , , , , , ,3145728,96572, , , , , , ,52, , ,2, , ,3, , ,52, ,2048,1, , , , , ,301002,85, , , , , , ,2, , , ,12,17,62902928,8, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:26:52.466 UTC, , , , , , , , , ,589,3196757,50440, , ,7, ,41,4,0.10, , , , , , , ,7,7, , , ,3,3,9, ,37,13, , , , , , , , , , , , , ,96572,24, ,95444, , , , ,96622,47949656064,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,96622,1786282012444,,, , , , , , , , , ,3145728,96807, , , , , , ,21, , ,1, , ,3, , ,21,1, , , , , , , ,30239,22, , , , , , , , , , , , ,63951504,8, , , , , , ,57, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,5,1,1, ,1, , , , , , , 
2026-08-09 13:26:52.488 UTC, , , , , , , , , ,125,3171325,25472, , ,3,1,38,3,0.08,1, , , , , , ,3,3, ,2,1,2,1,4, ,81,44, , , , , , , , , , , , , ,97954,25, ,97035, , , , , , ,-1,-1,-1,-1, , , , , ,12,613, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786282012478,,, , , , , , , , , ,3145728,97954, , , , , , ,53, , ,2, , ,3, , ,53, ,2048,1, , , , , ,301088,86, , , , , , ,2, , , ,12,17,75485840,8, , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:26:52.501 UTC, , , , , , , , , ,125,3199605,53752, , ,8, ,50,4,0.08, , , , , , , ,8,8, , , ,3,3,11, ,33,13, , , , , , , , , , , , , ,97954,25, ,97035, , , , ,98004,47949664256,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,98004,1786282012478,,, , , , , , , , , ,3145728,98820, , , , , , ,21, , ,1, , ,3, , ,21,1, , , , , , , ,30239,22, , , , , , , , , , , , ,79680144,8, , , , , , ,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, , ,2,7, , ,4, , , , , , , 
2026-08-09 13:26:52.525 UTC, , , , , , , , , ,125,3172341,26488, , ,3,1,43,3,0.07, , , , , , , ,3,3, ,2,1,2,1,4, ,87,46, , , , , , , , , , , , , ,100658,26, ,99012, , , , , , ,-1,-1,-1,-1, , , , , ,12,642, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786282012512,,, , , , , , , , , ,3145728,100658, , , , , , ,55, , ,2, , ,3, , ,55, ,2048,1, , , , , ,301297,88, , , , , , ,2, , , ,13,19,23958704,8, , , , , , ,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:26:52.538 UTC, , , , , , , , , ,589,3209157,62840, , ,11, ,77,8,0.10, , , , , , , ,11,11, , , ,3,7,13, ,49,15, , , , , , , , , , , , , ,100658,26, ,99012, , , , ,100708,47949651968,19,19,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100708,1786282012512,,, , , , , , , , , ,3145728,101584, , , , , , ,31, , ,1, , ,3, , ,31,1, , , , , , , ,46747,32, , , , , , , , , , , , ,26055856,8, , , , , , ,104, , , ,4, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , ,17,1,6,5,5,1,7,1, , , , 
2026-08-09 13:26:52.559 UTC, , , , , , , , , ,125,3172365,26512, , ,3, ,55,3,0.05, , , , , , , ,3,3, ,2, ,2,1,4, ,98,47, , , , , , , , , , , , , ,103975,27, ,101766, , , , , , ,-1,-1,-1,-1, , , , , ,12,682, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786282012550,,, , , , , , , , , ,3145728,103975, , , , , , ,55, , ,2, , ,3, , ,55, ,2048,1, , , , , ,299403,88, , , , , , ,2, , , ,13,19,39687344,8, , , , , , ,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:26:52.563 UTC, , , , , , , , , ,125,3193397,47544, , ,6, ,35,3,0.09, , , , , , , ,6,6, , , ,3,3,7, ,33,12, , , , , , , , , , , , , ,103975,27, ,101766, , , , ,104025,47949643776,18,18,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,104025,1786282012550,,, , , , , , , , , ,3145728,103975, , , , , , ,18, , ,1, , ,3, , ,18,1, , , , , , , ,26052,19, , , , , , , , , , , , ,40735920,8, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 13:26:52.572 UTC, , , , , , , , , ,125,3172365,26512, , ,3, ,55,3,0.05, , , , , , , ,3,3, ,2, ,2,1,4, ,98,47, , , , , , , , , , , , , ,103975,27, ,101766, , , , , , ,-1,-1,-1,-1, , , , , ,12,682, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786282012564,,, , , , , , , , , ,3145728,103975, , , , , , ,55, , ,2, , ,3, , ,55, ,2048,1, , , , , ,299403,88, , , , , , ,2, , , ,13,19,54367408,8, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:26:52.576 UTC, , , , , , , , , ,125,3193709,47856, , ,6, ,36,3,0.08, , , , , , , ,6,6, , , ,3,2,7, ,38,17, , , , , , , , , , , , , ,103975,27, ,101766, , , , ,104025,47949664256,18,18,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,104025,1786282012564,,, , , , , , , , , ,3145728,103975, , , , , , ,23, , ,1, , ,3, , ,23,1, , , , , , , ,26388,24, , , , , , , , , , , , ,54367408,8, , , , , , ,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, , , , , , , , , , , 
2026-08-09 13:26:52.588 UTC, , , , , , , , , ,125,3175821,29776,192, ,4, ,58,4,0.07, , , , , , , ,4,4, ,2, ,2,2,4, ,100,48, , , , , , , , , , , , , ,103975,27, ,101766, , , , ,104025,47949553664,18,18,18,18, , , , , ,12,682, , , , , , , , , , , , , , , , , , , , , , , , , ,104025,1786282012577,,, , , , , , , , , ,3145728,103975, , , , , , ,56, , ,3, , ,3, , ,56,1,2048,1, , , , , ,305624,91, , , , , , ,2, , , ,13,19,69047472,8, , , , , , ,46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 13:26:52.591 UTC, , , , , , , , , ,125,3196885,51032, , ,7, ,34,3,0.09, , , , , , , ,7,7, , , ,3,3,9, ,32,12, , , , , , , , , , , , , ,103975,27, ,101766, , , , ,104025,47949553664,18,18,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,104025,1786282012577,,, , , , , , , , , ,3145728,103975, , , , , , ,20, , , , , ,3, , ,20,1, , , , , , , ,23994,19, , , , , , , , , , , , ,69047472,8, , , , , , ,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , ,1, , , , , 
2026-08-09 14:22:12.462 UTC, , , , , , , , , ,125,3172365,26512, , ,3, ,55,3,0.05, , , , , , , ,3,3, ,2, ,2,1,4, ,98,47, , , , , , , , , , , , , ,103975,27, ,101766, , , , ,104025,46421196800,18,18,18,18, , , , , ,12,682, , , , , , , , , , , , , , , , , , , , , , , , , ,104025,1786285332234,,, , , , , , , , , ,3145728,103975, , , , , , ,55, , ,2, , ,3, , ,55, ,2048,1, , , , , ,299403,88, , , , , , ,2, , , ,11,14,19514768,15, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 14:22:12.521 UTC, , , , , , , , , ,125,3193397,47544, , ,6, ,36,3,0.08, , , , , , , ,6,6, , , ,3,3,7, ,33,12, , , , , , , , , , , , , ,103975,27, ,101766, , , , ,104025,46421196800,18,18,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,104025,1786285332234,,, , , , , , , , , ,3145728,103975, , , , , , ,18, , ,1, , ,3, , ,18,1, , , , , , , ,26052,19, , , , , , , , , , , , ,53069200,15, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
2026-08-09 14:22:12.544 UTC, , , , , , , , , ,125,3172365,26512, , ,3, ,55,3,0.05, , , , , , , ,3,3, ,2, ,2,1,4, ,98,47, , , , , , , , , , , , , ,103975,27, ,101766, , , , , , ,-1,-1,-1,-1, , , , , ,12,682, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786285332529,,, , , , , , , , , ,3145728,103975, , , , , , ,55, , ,2, , ,3, , ,55, ,2048,1, , , , , ,299403,88, , , , , , ,2, , , ,11,14,66700688,15, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 14:22:12.555 UTC, , , , , , , , , ,589,3197349,51032, , ,7, ,40,4,0.10, , , , , , , ,7,7, , , ,3,4,8, ,37,13, , , , , , , , , , , , , ,103975,27, ,101766, , , , ,104025,46421184512,18,18,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,104025,1786285332529,,, , , , , , , , , ,3145728,104206, , , , , , ,21, , ,1, , ,3, , ,21,1, , , , , , , ,30222,22, , , , , , , , , , , , ,67749264,15, , , , , , ,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,4,1,1,1, , , , , , , , 
2026-08-09 14:22:12.583 UTC, , , , , , , , , ,125,3172413,26560, , ,3,1,39,3,0.08,1, , , , , , ,3,3, ,2,1,3,1,4, ,88,48, , , , , , , , , , , , , ,105547,28, ,104403, , , , , , ,-1,-1,-1,-1, , , , , ,13,698, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786285332571,,, , , , , , , , , ,3145728,105547, , , , , , ,57, , ,2, , ,3, , ,57, ,2048,1, , , , , ,319943,92, , , , , , ,2, , , ,11,14,80332176,15, , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 14:22:12.590 UTC, , , ,4,2,1, , , ,589,3194749,48432, , ,7,2,41,4,0.10, , , , , , ,2,7,7, , , ,6,3,9, ,37,12, , , , , , , , , , , , , ,105547,28, ,104403, , , , ,105597,46421331968,18,18,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,105597,1786285332571,,, , , , , , , , , ,3145728,105782, , , , , , ,20, , ,1, , ,3, , ,20,1, , , , , , , ,30148,21, , , , , , , , , , , , ,81380752,15, , , , , , ,58, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,5,1,1, ,1, , , , , , , 
2026-08-09 14:22:12.611 UTC, , , , , , , , , ,125,3172437,26584, , ,3,1,39,3,0.08,1, , , , , , ,3,3, ,2,1,3,1,4, ,90,49, , , , , , , , , , , , , ,106910,29, ,106010, , , , , , ,-1,-1,-1,-1, , , , , ,13,711, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786285332601,,, , , , , , , , , ,3145728,106910, , , , , , ,58, , ,2, , ,3, , ,58, ,2048,1, , , , , ,320037,93, , , , , , ,2, , , ,11,14,92915088,15, , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 14:22:12.627 UTC, , , , , , , , , ,589,3197461,51144, , ,7,1,48,4,0.08, , , , , , , ,7,7, , ,1,4,2,10, ,44,19, , , , , , , , , , , , , ,106910,29, ,106010, , , , ,106960,46421196800,18,18,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,106960,1786285332601,,, , , , , , , , , ,3145728,107506, , , , , , ,28, , ,1, , ,3, , ,28,1, , , , , , , ,32730,29, , , , , , , , , , ,1,3,22907168,15, , , , , , ,71, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,7, , , , , , , , , 
2026-08-09 14:22:12.649 UTC, , , , , , , , , ,125,3172461,26608, , ,3,1,39,3,0.08,1, , , , , , ,3,3, ,2,1,3,1,4, ,92,50, , , , , , , , , , , , , ,108959,30, ,107733, , , , , , ,-1,-1,-1,-1, , , , , ,13,731, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786285332640,,, , , , , , , , , ,3145728,108959, , , , , , ,59, , ,2, , ,3, , ,59, ,2048,1, , , , , ,320167,94, , , , , , ,2, , , ,12,17,37587232,15, , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 14:22:12.660 UTC, , , , , , , , , ,589,3209277,62960, , ,11, ,77,8,0.10, , , , , , , ,11,11, , , ,4,7,13, ,49,15, , , , , , , , , , , , , ,108959,30, ,107733, , , , ,109009,46421196800,18,18,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,109009,1786285332640,,, , , , , , , , , ,3145728,109885, , , , , , ,31, , ,1, , ,3, , ,31,1, , , , , , , ,46747,32, , , , , , , , , , , , ,39684384,15, , , , , , ,104, , , ,4, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , ,17,1,6,5,5,1,7,1, , , , 
2026-08-09 14:22:12.680 UTC, , , , , , , , , ,125,3172565,26632,80, ,3,1,56,3,0.05,1, , , , , , ,3,3, ,2,1,3,1,4, ,106,51, , , , , , , , , , , , , ,111967,31, ,110067, , , , , , ,-1,-1,-1,-1, , , , , ,13,771, , , , , , , , , , , , , , , , , , , , , , , , , , ,1786285332672,,, , , , , , , , , ,3145728,111967, , , , , , ,60, , ,2, , ,3, , ,60, ,2048,1, , , , , ,320307,95, , , , , , ,2, , , ,12,17,53315872,15, , , , , , ,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-09 14:22:12.684 UTC, , , , , , , , , ,125,3193517,47664, , ,6, ,34,3,0.09, , , , , , , ,6,6, , , ,4,3,7, ,33,12, , , , , , , , , , , , , ,111967,31, ,110067, , , , ,112018,46421188608,18,18,18,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,112018,1786285332672,,, , , , , , , , , ,3145728,111967, , , , , , ,18, , ,1, , ,3, , ,18,1, , , , , , , ,26052,19, , , , , , , , , , , , ,53315872,15, , , , , , ,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , 
